Model,Dimension,Severity,Severity_Percent,Perturbation_Seed,Clean_Accuracy,Clean_Macro_F1,Clean_Weighted_F1,Perturbed_Accuracy,Perturbed_Macro_F1,Perturbed_Weighted_F1,Delta_F1,Realized_Rate,Changed_Instance_Rate
CAMeLBERT-Mix,Completeness,0.2,20,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7517067003792668,0.6356928497146314,0.7477856233053338,0.012941947900748207,0.19946367916095584,0.9939317319848293
CAMeLBERT-Mix,Completeness,0.2,20,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7509481668773704,0.6325114884518912,0.7477568729915225,0.016123309163488364,0.2,0.995448798988622
CAMeLBERT-Mix,Completeness,0.3,30,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7405815423514539,0.6237486214992395,0.7359412950354471,0.02488617611614008,0.30025624217865443,0.9989886219974715
CAMeLBERT-Mix,Completeness,0.3,30,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7403286978508218,0.6163703728427176,0.7338543333808724,0.032264424772662004,0.2997914307848162,0.9989886219974715
CAMeLBERT-Mix,Completeness,0.3,30,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7355246523388116,0.6109898444512492,0.7290901704534869,0.03764495316413041,0.2996484118944044,0.9982300884955753
CAMeLBERT-Mix,Completeness,0.3,30,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7390644753476612,0.6170831248462586,0.7336998401211748,0.031551672769120964,0.2994338835587867,0.997724399494311
CAMeLBERT-Mix,Completeness,0.3,30,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7304677623261694,0.6084663972484291,0.7252084065894705,0.04016840036695046,0.30016089625171327,0.9992414664981036
CAMeLBERT-Mix,Consistency,0.1,10,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7562579013906447,0.6505167595480587,0.7559099255757237,-0.0018819619326790882,0.10015037901650077,0.9618204804045511
CAMeLBERT-Mix,Consistency,0.1,10,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7479140328697851,0.6359260135225729,0.7497381415393826,0.012708784092806624,0.09989463238979877,0.9610619469026549
CAMeLBERT-Mix,Consistency,0.1,10,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7560050568900126,0.6474485654404867,0.7562650987814551,0.0011862321748928872,0.09981279346925415,0.9590391908975979
CAMeLBERT-Mix,Consistency,0.1,10,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7534766118836915,0.6424569722054241,0.7538228932995186,0.006177825409955484,0.09996624144527534,0.9580278128950696
CAMeLBERT-Mix,Consistency,0.1,10,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7537294563843236,0.6475018959582859,0.7544479233076539,0.0011329016570936767,0.10027313739731773,0.9638432364096081
